Index,Event.Id,Investigation.Type,Event.Date,Latitude,Longitude,Airport.Name,Injury.Severity,Aircraft.damage,Aircraft.Category,Make,Model,Number.of.Engines,Engine.Type,FAR.Description,Purpose.of.flight,Total.Fatal.Injuries,Total.Serious.Injuries,Total.Minor.Injuries,Total.Uninjured,Weather.Condition,Broad.phase.of.flight,Report.Status,Year,Make.and.Model
289,20100330X00627,Incident,3/27/10,374650N,1222512W,,Fatal,Unknown,Airplane,Boeing,777,2,Turbo Fan,Part 121: Air Carrier,Uknown,0,0,0,268,UNK,Unknown,The local controller's issuance of a takeoff clearance to the Boeing 777 without ensuring that approved separation would exist with the Cessna 182. Contributing to the incident were tower procedures that permitted transitioning aircraft to cross the runway 28 departure corridor at low altitude while runways 28L/R were in use.,2010,Boeing 777
290,20100412X21857,Accident,4/8/10,,,Charles De Gaulle Airport,Fatal,Substantial,Airplane,Boeing,747,4,UNK,NUSC,Uknown,0,0,0,326,UNK,Unknown,,2010,Boeing 747
291,20100410X34740,Accident,4/10/10,335648N,0118241W,Los Angeles International,Fatal,Substantial,Airplane,Boeing,737,2,Turbo Fan,Part 121: Air Carrier,Uknown,0,0,0,109,VMC,Unknown,"The tug operators failure to comply with company procedures when parking an unoccupied baggage tug, and the failure of the tugs seat switch to disengage the electric motor when weight was removed from the drivers seat.",2010,Boeing 737
292,20100414X04022,Incident,4/13/10,,,Keflavik,Fatal,Unknown,Airplane,Boeing,767,2,Turbo Fan,Part 121: Air Carrier,Uknown,0,5,0,140,UNK,Unknown,,2010,Boeing 767
293,20100414X90838,Accident,4/13/10,,,"Rendani, Manokwari",Unavailable,Substantial,Airplane,Boeing,737,2,Turbo Fan,NUSC,Uknown,0,0,0,0,IMC,Unknown,,2010,Boeing 737
294,20100428X55752,Incident,4/24/10,,,King Khaled International Airp,Fatal,Minor,Airplane,Boeing,737,2,Turbo Fan,Part 91: General Aviation,Unknown,0,0,0,9,UNK,Unknown,,2010,Boeing 737
295,20100503X92217,Incident,4/28/10,293858N,0951649W,William P.  Hobby Airport,Fatal,Unknown,Airplane,Boeing,737,2,Turbo Fan,Part 121: Air Carrier,Uknown,0,0,0,140,VMC,Unknown,The failure of the local controller to issue control instructions necessary to ensure positive control/standard separation of traffic operating within the Class B airspace.,2010,Boeing 737
296,20100507X94749,Accident,4/30/10,042303N,0941014W,,Fatal,Unknown,Airplane,Boeing,767,2,Turbo Fan,Part 121: Air Carrier,Uknown,0,5,1,172,UNK,Unknown,The flight crew's inadequate separation from convective activity that resulted in serious injury to an unrestrained flight attendant.,2010,Boeing 767
297,20100507X64708,Incident,5/4/10,,,Incheon,Fatal,Minor,Airplane,Boeing,747,4,Turbo Jet,Part 121: Air Carrier,Uknown,0,0,0,3,VMC,Unknown,,2010,Boeing 747
298,20100507X70356,Incident,5/7/10,,,"Sydney, Australia",Fatal,Minor,Airplane,Boeing,747,4,Turbo Fan,Part 121: Air Carrier,Uknown,0,0,0,246,VMC,Unknown,,2010,Boeing 747
299,20100514X05953,Incident,5/8/10,,,Vienna,Unavailable,Unknown,Airplane,Boeing,737,2,UNK,NUSC,Uknown,0,0,0,0,UNK,Unknown,,2010,Boeing 737
300,20100517X92932,Incident,5/17/10,038540N,0772658W,Washington Dulles,Fatal,Minor,Airplane,Boeing,757,2,Turbo Fan,Part 121: Air Carrier,Uknown,0,0,0,112,UNK,Unknown,"The ignition of the J5 power terminal located on the captains No. 1 windshield due to a loose electrical connection between the terminal connector lug and its respective terminal block. The loose connection resulted from a missing lock washer that allowed the resistance in the electrical path to increase sufficiently to generate high enough temperatures to ignite the terminal block.

Contributing to the probable cause was the lack of instructions to ensure the lock washer was installed in the J5 power terminal block in the Boeing 757 aircraft maintenance manual (AMM). 

Additionally, contributing to the incident was the deferral of the related maintenance write-up before the incident, which resulted from information in the United Airlines AMM that stated, When bus bar(s) show signs of blackening or burning, the condition is acceptable for continued service, although the window must be replaced within 50 flight-hours.",2010,Boeing 757
301,20100520X02527,Accident,5/17/10,254743N,0801724W,Miami International Airport,Fatal,Substantial,Airplane,Boeing,747,4,Turbo Fan,Part 121: Air Carrier,Uknown,0,0,0,3,VMC,Unknown,impact of the fore flap with the aft fuselage after fatigue failure of the right wing fore flap carriage assembly attachment fitting at position 6.,2010,Boeing 747
302,20100522X50538,Accident,5/22/10,,,,Fatal,Destroyed,Airplane,Boeing,737,2,UNK,NUSC,Uknown,158,0,7,1,UNK,Unknown,,2010,Boeing 737
303,20100525X31845,Accident,5/25/10,062431N,0481731W,,Fatal,Unknown,Airplane,Boeing,777,2,UNK,Part 121: Air Carrier,Uknown,0,0,2,209,VMC,Unknown,An inadvertent encounter with unforecast turbulence in cruise flight.,2010,Boeing 777
304,20100628X25535,Incident,6/6/10,,,Amsterdam Schiphol IAP,Fatal,Minor,Airplane,Boeing,737,2,UNK,NUSC,Uknown,0,0,0,162,UNK,Unknown,,2010,Boeing 737
305,20100714X03542,Accident,6/7/10,,,Girona-Costa Brava Airport,Fatal,Unknown,Airplane,Boeing,737,UNK,UNK,NUSC,Uknown,0,0,1,167,UNK,Unknown,,2010,Boeing 737
306,20100617X11958,Incident,6/11/10,,,Narita/New Tokyo International,Unavailable,Unknown,Airplane,Boeing,747,4,Turbo Fan,NUSC,Uknown,0,0,0,0,UNK,Unknown,,2010,Boeing 747
307,20101022X92907,Incident,6/12/10,,,Gatwick Airport,Unavailable,Unknown,Airplane,Boeing,757,2,Turbo Fan,NUSC,Uknown,0,0,0,0,UNK,Unknown,,2010,Boeing 757
308,20100617X93422,Incident,6/15/10,,,,Fatal,Minor,Airplane,Boeing,777,UNK,UNK,Part 129: Foreign,Uknown,0,0,0,214,UNK,Unknown,,2010,Boeing 777
309,20100617X02311,Incident,6/16/10,,,Eleftherios Venizelos Internat,Fatal,Minor,Airplane,Boeing,767,2,UNK,Part 121: Air Carrier,Uknown,0,0,0,2,UNK,Unknown,A short circuit involving the light in position L3 on the squib test panel.  The specific cause of the short circuit could not be determined.,2010,Boeing 767
310,20100714X63624,Accident,6/19/10,040390N,0073470W,John F. Kennedy International,Fatal,Substantial,Airplane,Boeing,737,2,Turbo Fan,Part 121: Air Carrier,Uknown,0,0,0,5,VMC,Unknown,a baggage cart impacting the airplane and causing substantial damage as a result of the jet blast from a passing airplane.,2010,Boeing 737
311,20100719X80209,Accident,7/15/10,,,,Fatal,Unknown,Airplane,Boeing,767,2,UNK,Part 121: Air Carrier,Uknown,0,0,1,201,VMC,Unknown,an inadvertent encounter with clear air turbulence.,2010,Boeing 767
312,20100722X54018,Incident,7/16/10,,,,Unavailable,Unknown,Airplane,Boeing,757,UNK,UNK,NUSC,Uknown,0,0,0,0,UNK,Unknown,<br /><br />,2010,Boeing 757
313,20100824X84240,Incident,7/22/10,,,Taoyuan International,Fatal,Minor,Airplane,Boeing,737,2,UNK,NUSC,Uknown,0,0,0,96,UNK,Unknown,,2010,Boeing 737
314,20100929X44623,Incident,7/23/10,,,Milan - Linate Airport,Fatal,Unknown,Airplane,Boeing,737,2,UNK,NUSC,Uknown,0,0,0,6,UNK,Unknown,<br /><br />,2010,Boeing 737
315,20100811X63924,Incident,7/28/10,,,Narita International Airport,Unavailable,Unknown,Airplane,Boeing,777,2,Turbo Fan,Part 121: Air Carrier,Uknown,0,0,0,0,UNK,Unknown,,2010,Boeing 777
316,20100831X62338,Incident,7/30/10,037370N,0122220E,,Unavailable,Minor,Airplane,Boeing,747,4,UNK,Part 129: Foreign,Uknown,0,0,0,0,UNK,Unknown,,2010,Boeing 747
317,20100806X53016,Incident,8/4/10,041357N,0873233W,CHICAGO O'HARE INTL,Fatal,Minor,Airplane,Boeing,767,2,Turbo Fan,Part 121: Air Carrier,Uknown,0,6,0,184,VMC,Unknown,"the brake fire after landing was caused by hydraulic fluid leaking on to hot brakes.   
",2010,Boeing 767
318,20100816X82039,Accident,8/16/10,,,San Andreas Island,Fatal,Substantial,Airplane,Boeing,737,2,Turbo Fan,NUSC,Uknown,1,67,17,42,UNK,Unknown,,2010,Boeing 737
319,20100901X01739,Accident,8/17/10,,,Washington Dulles Internationa,Fatal,Unknown,Airplane,Boeing,767,2,UNK,Part 129: Foreign,Uknown,0,0,1,193,VMC,Unknown,an in-flight encounter with turbulence that resulted in an injury to a cabin attendant.,2010,Boeing 767
320,20100924X55851,Incident,8/20/10,,,Venice - Marco Polo Airport,Fatal,Unknown,Airplane,Boeing,737,2,UNK,NUSC,Uknown,0,0,0,6,UNK,Unknown,,2010,Boeing 737
321,20100901X65026,Accident,8/23/10,,,London-Heathrow Airport,Fatal,Unknown,Airplane,Boeing,737,2,UNK,NUSC,Uknown,0,0,1,0,UNK,Unknown,,2010,Boeing 737
322,20100908X71541,Incident,8/30/10,,,PuDong IAP,Unavailable,Minor,Airplane,Boeing,757,UNK,UNK,NUSC,Uknown,0,0,0,0,UNK,Unknown,,2010,Boeing 757
323,20100907X43340,Incident,9/2/10,,,Tao Yuan International Airport,Unavailable,Minor,Airplane,Boeing,747,4,UNK,NUSC,Uknown,0,0,0,0,UNK,Unknown,,2010,Boeing 747
324,20100903X54913,Accident,9/3/10,,,,Fatal,Destroyed,Airplane,Boeing,747,4,UNK,Part 121: Air Carrier,Uknown,2,0,0,0,UNK,Unknown,,2010,Boeing 747
325,20100908X20427,Incident,9/4/10,335810N,1181423W,,Fatal,Unknown,Airplane,Boeing,737,2,Turbo Fan,Part 121: Air Carrier,Uknown,0,0,0,133,VMC,Unknown,Failure of the air traffic controller to exercise positive control of the situation by issuing clear and timely control instructions to the helicopter pilot.  Contributing to the incident was delay by the helicopter pilot in responding to instructions issued by the controller.,2010,Boeing 737
326,20100927X34749,Incident,9/20/10,,,Budapest Ferihegy Airport,Fatal,Unknown,Airplane,Boeing,737,2,UNK,NUSC,Uknown,0,0,0,6,UNK,Unknown,,2010,Boeing 737
327,20100927X92739,Incident,9/21/10,,,Hong Kong Intl. Airport,Fatal,Minor,Airplane,Boeing,747,4,UNK,Part 129: Foreign,Uknown,0,0,0,4,UNK,Unknown,,2010,Boeing 747
328,20100928X54334,Incident,9/23/10,,,,Fatal,Minor,Airplane,Boeing,747,UNK,UNK,Part 129: Foreign,Uknown,0,0,0,0,UNK,Unknown,,2010,Boeing 747
329,20100925X00525,Accident,9/24/10,383127N,0774411W,Rhynalds Ranch Airport,Fatal,Substantial,Airplane,Boeing,A75N1,1,Reciprocating,Part 91: General Aviation,Instructional,0,0,0,2,VMC,Unknown,"The pilot under instructions improper recovery from a bounced landing and the flight instructors delayed remedial action, which resulted in a ground loop and collision with trees.",2010,Boeing A75N1
330,20101004X00504,Incident,10/2/10,,,Schiphol International Airport,Fatal,Unknown,Airplane,Boeing,737,UNK,UNK,NUSC,Uknown,0,0,0,173,UNK,Unknown,,2010,Boeing 737
331,20101027X04916,Accident,10/27/10,254646N,0801156W,,Fatal,Substantial,Airplane,Boeing,757,2,Turbo Fan,Part 121: Air Carrier,Uknown,0,0,0,160,UNK,Unknown,Fatigue failure of the fuselage crown skin due to incorrect manufacturing of the crown skin panel that resulted in a skin thickness less than the manufacturer-specified thickness.,2010,Boeing 757
332,20101031X30917,Accident,10/29/10,026422N,0080910W,Fort Lauderdale/Hollywood Int,Fatal,Substantial,Airplane,Boeing,737,2,Turbo Fan,Part 129: Foreign,Uknown,0,0,0,142,VMC,Unknown,"The ground service vehicle driver's depressing of the accelerator rather than the brake pedal, resulting in a collision with the airplane.",2010,Boeing 737
333,20110308X73742,Incident,11/2/10,,,"Dusseldorf, Germany",Unavailable,Minor,Airplane,Boeing,777,2,UNK,Part 129: Foreign,Uknown,0,0,0,0,UNK,Unknown,,2010,Boeing 777
334,20101115X24123,Incident,11/4/10,,,Licenciado Gustavo Díaz Ordaz,Unavailable,Minor,Airplane,Boeing,737,2,UNK,NUSC,Uknown,0,0,0,0,UNK,Unknown,,2010,Boeing 737
335,20110315X93232,Incident,11/9/10,,,Frankfurt,Fatal,Minor,Airplane,Boeing,747,4,UNK,NUSC,Uknown,0,0,0,2,UNK,Unknown,<br /><br />,2010,Boeing 747
336,20101115X72424,Incident,11/11/10,,,,Unavailable,Unknown,Airplane,Boeing,737,2,Turbo Jet,Part 121: Air Carrier,Unknown,0,0,0,0,VMC,Unknown,"Air traffic controllers did not maintain required awareness of available flight data and aircraft positions, resulting in issuance of an incorrect altitude clearance that caused a loss of standard instrument flight rules separation between the two aircraft.",2010,Boeing 737
337,20101115X63952,Incident,11/12/10,031560S,0115580E,,Unavailable,Unknown,Airplane,Boeing,767,2,Turbo Fan,NUSC,Uknown,0,0,0,0,UNK,Unknown,,2010,Boeing 767
338,20101130X41530,Incident,11/26/10,050121N,0083221E,Frankfurt Main International,Fatal,Minor,Airplane,Boeing,747,4,UNK,Part 129: Foreign,Uknown,0,0,0,0,UNK,Unknown,,2010,Boeing 747
339,20101202X03134,Incident,11/28/10,,,,Fatal,Unknown,Airplane,Boeing,747,4,UNK,Part 121: Air Carrier,Uknown,0,0,0,3,UNK,Unknown,,2010,Boeing 747
340,20101206X61618,Incident,12/1/10,,,,Fatal,Minor,Airplane,Boeing,737,2,Turbo Fan,Part 121: Air Carrier,Uknown,0,0,0,111,UNK,Unknown,<br /><br />,2010,Boeing 737
341,20101203X90900,Accident,12/3/10,141953S,1704241W,Tafuna/Pago Pago Internl Airpo,Fatal,Unknown,Airplane,Boeing,767,2,Turbo Fan,Part 121: Air Carrier,Uknown,0,2,1,181,VMC,Unknown,"The airplanes encounter with convectively-induced turbulence, which resulted in serious injury to one flight attendant.",2010,Boeing 767
342,20101208X01208,Incident,12/6/10,,,Lisbon International,Fatal,Unknown,Airplane,Boeing,777,2,Turbo Fan,NUSC,Uknown,0,0,0,137,UNK,Unknown,,2010,Boeing 777
343,20110113X40141,Incident,12/8/10,,,Brasilia,Fatal,Unknown,Airplane,Boeing,737,UNK,UNK,NUSC,Uknown,0,0,0,125,UNK,Unknown,<br /><br />,2010,Boeing 737
344,20101210X92343,Incident,12/9/10,039233N,0084404W,Cincinnati/Northern Kentucky I,Fatal,Unknown,Airplane,Boeing,737,2,Turbo Jet,Part 121: Air Carrier,Uknown,0,0,0,92,VMC,Unknown,The local controller's distraction with a helicopter south of the field.,2010,Boeing 737
345,20110608X20654,Incident,12/12/10,,,Medina,Fatal,Minor,Airplane,Boeing,747,4,UNK,NUSC,Uknown,0,0,0,23,UNK,Unknown,,2010,Boeing 747
346,20110113X40638,Incident,12/13/10,,,Rio De Janeiro,Fatal,Unknown,Airplane,Boeing,737,2,UNK,NUSC,Uknown,0,0,0,132,UNK,Unknown,<br /><br />,2010,Boeing 737
347,20101220X14621,Accident,12/18/10,395220N,0751427W,Philadelphia,Fatal,Substantial,Airplane,Boeing,737,2,Turbo Fan,Part 121: Air Carrier,Uknown,0,0,0,222,VMC,Unknown,the failure of the ground operations personnel to maintain awareness of the relative position of the two airplanes.,2010,Boeing 737
348,20110105X33913,Incident,12/25/10,374647N,0122259W,San Franciso,Fatal,Unknown,Airplane,Boeing,737,2,Turbo Fan,Part 121: Air Carrier,Uknown,0,0,0,122,UNK,Unknown,"The probable cause of the undercowl in-flight engine fire was the insufficient installation torque of the bolts that secure the fuel manifold cover to the fuel manifold.  Engine vibrations and fuel pressure cycles caused the bolts to gradually loosen further until one bolt lost all its tightening torque and fell out. The internal fuel pressure then forced open the fuel manifold cover at the location of the missing bolt, causing a gap between the two mating surfaces which allowed fuel to push past the integral packing, resulting in a fuel leak onto the hot engine cases where it ignited resulting in a fire.",2010,Boeing 737
349,20101229X22154,Incident,12/29/10,432812N,1104536W,Jackson Hole Airport,Fatal,Unknown,Airplane,Boeing,757,2,Turbo Fan,Part 121: Air Carrier,Uknown,0,0,0,185,IMC,Unknown,"a manufacturing defect in a clutch mechanism that prevented the speedbrakes from automatically deploying after touchdown, and the captains failure to monitor and extend the speedbrakes manually. Also causal was the failure of the thrust reversers to deploy when initially commanded. Contributing to the incident was the captains failure to confirm speedbrake extension before announcing their deployment, and his distraction caused by the thrust reversers failure to initially deploy after landing.",2010,Boeing 757
350,20110502X93814,Accident,1/3/11,335633N,1182429W,Los Angeles,Fatal,Substantial,Airplane,Boeing,737,2,Turbo Fan,Part 121: Air Carrier,Uknown,0,0,0,165,VMC,Unknown,"the early rotation of the airplane to an angle at which the fuselage contacted the runway.  

Contributing to early rotation was the Captains reaction to the erroneous V1 automated callout, likely assuming that the airplane was at or close to the correct Vr at the same time.  

The erroneous automated callout was likely due to a keystroke entry error by the FO when manually entering takeoff data for a newly assigned departure runway.",2011,Boeing 737
351,20110613X22328,Accident,1/9/11,,,Orumiyeh Airport,Unavailable,Destroyed,Airplane,Boeing,727,UNK,UNK,NUSC,Uknown,0,0,0,0,UNK,Unknown,,2011,Boeing 727
352,20110201X90135,Incident,1/10/11,,,,Fatal,Unknown,Airplane,Boeing,737,2,UNK,NUSN,Ferry,0,0,0,2,UNK,Unknown,<br /><br />,2011,Boeing 737
353,20110214X93523,Accident,1/14/11,005500N,0002900W,Zurich,Fatal,Unknown,Airplane,Boeing,767,2,UNK,NUSC,Uknown,0,8,7,88,UNK,Unknown,.,2011,Boeing 767
354,20130425X31536,Incident,1/30/11,,,Keflavik Airport,Fatal,Unknown,Airplane,Boeing,757,2,Turbo Fan,NUSC,Uknown,0,0,0,2,UNK,Unknown,,2011,Boeing 757
355,20110209X55126,Incident,2/9/11,443112N,0093712W,Minneapolis-St.Paul Internatio,Fatal,Minor,Airplane,Boeing,757,2,Turbo Fan,Part 121: Air Carrier,Uknown,0,0,0,2,VMC,Unknown,"the failure of the right engine's fuel control unit to operate correctly when the fuel metering valve became frozen in the full open position because of corrosion on the fuel metering valve slide and sleeve, which caused the engine to be overfueled during engine start and resulted in a tailpipe fire.",2011,Boeing 757
356,20110218X13630,Accident,2/10/11,214324N,1601519W,Honolulu International Airport,Fatal,Unknown,Airplane,Boeing,767,2,Turbo Jet,Part 129: Foreign,Uknown,0,6,1,243,VMC,Unknown,An encounter with unanticipated convectively induced windshear and turbulence during descent.,2011,Boeing 767
357,20110222X14949,Incident,2/14/11,,,Pekanbaru,Fatal,Minor,Airplane,Boeing,737,2,UNK,NUSC,Uknown,0,0,0,216,UNK,Unknown,<br /><br />,2011,Boeing 737
358,20110222X15822,Incident,2/15/11,,,Pekanbaru,Fatal,Minor,Airplane,Boeing,737,2,UNK,NUSC,Uknown,0,0,0,226,UNK,Unknown,<br /><br />,2011,Boeing 737
359,20110317X95254,Accident,2/16/11,,,Mohammad Bin Abdulaziz Airport,Fatal,Substantial,Airplane,Boeing,747,UNK,UNK,NUSC,Uknown,0,0,0,278,UNK,Unknown,,2011,Boeing 747
360,20110222X20316,Incident,2/21/11,325349N,0097217W,Dallas-Fort Worth Int'l.,Fatal,Minor,Airplane,Boeing,737,2,Turbo Fan,Part 121: Air Carrier,Uknown,0,0,0,145,VMC,Unknown,The tractor drivers failure to confirm that the tow bar head/handle was secured correctly to the airplane.,2011,Boeing 737
361,20110919X53553,Incident,2/21/11,,,"Casablanca, Morocco",Fatal,Unknown,Airplane,Boeing,737,2,UNK,Part 129: Foreign,Uknown,0,0,0,110,UNK,Unknown,,2011,Boeing 737
362,20110228X54428,Accident,2/28/11,464841N,0120577W,,Fatal,Unknown,Airplane,Boeing,757,2,Turbo Fan,Part 121: Air Carrier,Uknown,0,1,1,188,VMC,Unknown,"The airplane's encounter with moderate turbulence at a higher altitude than the flight crew expected, resulting in an injury to a cabin crewmember.",2011,Boeing 757
363,20110324X53002,Incident,3/11/11,,,Atlanta,Fatal,Unknown,Airplane,Boeing,757,2,Turbo Fan,Part 121: Air Carrier,Uknown,0,0,0,130,VMC,Unknown,"The air traffic controllers failure to adhere to required radar identification procedures, which resulted in loss of separation between the departing Boeing 757 and three other airplanes.  Contributing to the incident was the pilots inadequate preflight checks, which resulted in the airplane departing with an inoperative transponder.",2011,Boeing 757
364,20110927X03113,Incident,3/13/11,,,Lester Pearson International,Unavailable,Unknown,Airplane,Boeing,737,UNK,UNK,NUSC,Uknown,0,0,0,0,UNK,Unknown,,2011,Boeing 737
365,20110330X05145,Incident,3/27/11,282511N,0081181W,"Orlando, FL",Fatal,Unknown,Airplane,Boeing,737,2,Turbo Fan,Part 121: Air Carrier,Uknown,0,0,0,145,VMC,Unknown,The air traffic controllers application of inappropriate separation between the B737 and the Cirrus and their inappropriate use of airborne civilian aircraft for observation of other airborne aircraft. Contributing to the incident was the crew of the B737's execution of a clearance that resulted in operation near other aircraft.,2011,Boeing 737
366,20110406X43157,Accident,3/30/11,425851N,0085572W,,Fatal,Substantial,Airplane,Boeing,737,2,Turbo Jet,Part 91: General Aviation,Positioning,0,0,0,3,VMC,Unknown,"The flightcrew's inadequate preflight inspection, resulting in in-flight structural damage to the airplane's fuselage from an unsecured pallet jack that was located in the airplane's empty cargo hold.",2011,Boeing 737
367,20110401X24330,Accident,4/1/11,323924N,1143621W,Yuma International Airport,Fatal,Substantial,Airplane,Boeing,737,2,Turbo Fan,Part 121: Air Carrier,Uknown,0,2,0,120,VMC,Unknown,"the improper installation of the fuselage crown skin panel at the S-4L lap joint during the manufacturing process, which resulted in multiple site damage fatigue cracking and eventual failure of the lower skin panel. Contributing to the injuries was flight attendant A's incorrect assessment of his time of useful consciousness, which led to his failure to follow procedures requiring immediate donning of an oxygen mask when cabin pressure is lost.",2011,Boeing 737
368,20110407X41107,Incident,4/4/11,,,"Henri Coanda, Bucharest",Fatal,Substantial,Airplane,Boeing,737,2,UNK,NUSC,Uknown,0,0,0,83,UNK,Unknown,<br /><br />,2011,Boeing 737
369,20110408X50236,Incident,4/7/11,,,Hamburg,Fatal,Minor,Airplane,Boeing,737,2,UNK,NUSC,Uknown,0,0,0,86,UNK,Unknown,<br /><br />,2011,Boeing 737
370,20110411X70103,Accident,4/10/11,,,Paris DeGaulle,Fatal,Substantial,Airplane,Boeing,777,UNK,UNK,NUSC,Uknown,0,0,0,361,UNK,Unknown,<br /><br />,2011,Boeing 777
371,20110418X12310,Accident,4/11/11,355336N,1435218E,Narita International Airport,Fatal,Unknown,Airplane,Boeing,777,2,Turbo Fan,Part 121: Air Carrier,Uknown,0,2,2,227,VMC,Unknown,An inadvertent encounter with convective-induced turbulence upon entering cumulonimbus clouds.,2011,Boeing 777
372,20110427X00228,Incident,4/14/11,,,,Unavailable,Minor,Airplane,Boeing,767,2,Turbo Fan,Part 121: Air Carrier,Uknown,0,0,0,0,UNK,Unknown,<br /><br />,2011,Boeing 767
373,20110417X11718,Accident,4/17/11,384220N,0764440W,,Fatal,Unknown,Airplane,Boeing,757,2,Turbo Fan,Part 121: Air Carrier,Uknown,0,0,1,185,IMC,Unknown,"The in-flight encounter with turbulence, resulting in an injury to a cabin attendant.",2011,Boeing 757
374,20110420X20702,Accident,4/17/11,,,Copenhagen IAP,Fatal,Substantial,Airplane,Boeing,777,2,UNK,NUSC,Uknown,0,0,0,5,UNK,Unknown,,2011,Boeing 777
375,20110503X22024,Incident,4/25/11,,,Stockholm-Skavsta,Unavailable,Unknown,Airplane,Boeing,737,2,UNK,NUSC,Uknown,0,0,0,0,UNK,Unknown,,2011,Boeing 737
376,20110426X53639,Incident,4/26/11,415326N,0873712W,Chicago Midway,Fatal,Minor,Airplane,Boeing,737,2,Turbo Fan,Part 121: Air Carrier,Uknown,0,0,0,139,IMC,Unknown,"The flight crew's delayed deployment of the speedbrakes and thrust reversers, resulting in insufficient runway remaining to bring the airplane to a stop.

Contributing to the delay in deployment of these stopping devices was the flight crew's inadequate monitoring of the airplane's configuration after touchdown, likely as a result of being distracted by a perceived lack of wheel braking effectiveness.

Contributing to the incident was the flight crew's omission of the Before Landing checklist, which includes an item to verify speedbrake arming before touchdown, as a result of workload and operational distractions during the approach phase of flight.",2011,Boeing 737
377,20110531X40711,Incident,5/5/11,,,Lahore International,Fatal,Unknown,Airplane,Boeing,747,4,Turbo Fan,NUSC,Uknown,0,0,0,18,UNK,Unknown,,2011,Boeing 747
378,20110510X84704,Accident,5/6/11,033289N,0090591W,Mid Delta Regional Airport,Fatal,Substantial,Airplane,Boeing,737,2,UNK,Part 121: Air Carrier,Positioning,0,0,0,2,UNK,Unknown,"The failure of a utility pipe beneath the ramp surface, which caused a localized void in the soil and resulting reduction in the load bearing capability of the ramp.",2011,Boeing 737
379,20110510X45151,Incident,5/10/11,,,,Unavailable,Unknown,Airplane,Boeing,767,UNK,UNK,NUSC,Uknown,0,0,0,0,UNK,Unknown,,2011,Boeing 767
380,20110513X41407,Accident,5/12/11,333812N,0842541W,Hartsfield - Jackson Atlanta,Fatal,Minor,Airplane,Boeing,737,2,Turbo Fan,Part 121: Air Carrier,Uknown,0,0,0,298,VMC,Unknown,The B737-700 pilot did not maintain adequate wing tip clearance while taxiing around the stopped B-737-800.,2011,Boeing 737
381,20110525X44500,Incident,5/12/11,,,Tao-Yuan,Fatal,Minor,Airplane,Boeing,Md-90,2,UNK,NUSC,Uknown,0,0,0,101,UNK,Unknown,,2011,Boeing Md-90
382,20110519X02343,Accident,5/19/11,034622N,0119751W,Naval Base Ventura County,Fatal,Substantial,Airplane,Boeing,707,4,Turbo Fan,Public Use,Public Aircraft,0,3,0,0,VMC,Unknown,"the failure of a midspar fitting, which was susceptible to fatigue cracking and should have been replaced with a newer, more fatigue-resistant version of the fitting as required by an airworthiness directive. Also causal was an erroneous maintenance entry made by a previous aircraft owner, which incorrectly reflected that the newer fitting had been installed.",2011,Boeing 707
383,20110525X45514,Incident,5/20/11,,,Dublin,Fatal,Unknown,Airplane,Boeing,737,2,UNK,NUSC,Uknown,0,0,0,66,UNK,Unknown,,2011,Boeing 737
384,20120416X81704,Incident,5/21/11,,,Dublin,Fatal,Unknown,Airplane,Boeing,737,2,UNK,NUSC,Uknown,0,0,0,2,UNK,Unknown,,2011,Boeing 737
385,20110525X42547,Accident,5/23/11,362153N,0813447W,Atlanta,Fatal,Unknown,Airplane,Boeing,757,2,Turbo Fan,Part 121: Air Carrier,Uknown,0,1,1,185,VMC,Unknown,"Inadvertant encounter with convective turbulence while in cruise.  Contributing to the severity of the accident was the unrestrained status of the passenger, contrary to the lighted seat belt sign.",2011,Boeing 757
386,20110527X64138,Accident,5/26/11,,,Brussels,Fatal,Substantial,Airplane,Boeing,737,2,UNK,NUSC,Uknown,0,0,0,5,UNK,Unknown,,2011,Boeing 737
387,20110701X11957,Accident,5/31/11,335620N,1182417W,Los Angeles Intl.,Fatal,Minor,Airplane,Boeing,757,2,Turbo Fan,Part 121: Air Carrier,Uknown,0,0,0,190,VMC,Unknown,"The ground crewmembers failure to follow proper procedures for removing a stuck or jammed tow bar, which resulted in a ground crew injury.",2011,Boeing 757
388,20110621X32040,Accident,6/12/11,037375N,1222316W,San Francisco International,Fatal,Substantial,Airplane,Boeing,757,2,Turbo Jet,Part 121: Air Carrier,Uknown,0,0,0,190,VMC,Unknown,The ramp personnel's failure to visually verify the position of the jetway before beginning the airplane pushback.,2011,Boeing 757
389,20110613X14032,Accident,6/13/11,413945N,0882152W,Aurora Municipal,Fatal,Substantial,Airplane,Boeing,B-17G,4,Reciprocating,Part 91: General Aviation,Positioning,0,1,0,6,VMC,Unknown,"An inadequate repair of the fuel tank that allowed the fuel leak to continue, ultimately resulting in an in-flight fire.",2011,Boeing B-17G
