Event.Id,Investigation.Type,Event.Date,Latitude,Longitude,Airport.Name,Injury.Severity,Aircraft.damage,Aircraft.Category,Make,Model,Number.of.Engines,Engine.Type,FAR.Description,Purpose.of.flight,Total.Fatal.Injuries,Total.Serious.Injuries,Total.Minor.Injuries,Total.Uninjured,Weather.Condition,Broad.phase.of.flight,Report.Status,Year,Make.and.Model
20131022X30442,Incident,10/10/13,,,Caines,Unavailable,Minor,Airplane,Airbus,A330,UNK,Turbo Fan,Unknown,Uknown,0,0,0,0,UNK,Unknown,,2013,Airbus A330
20131018X11441,Incident,10/15/13,033124N,0096124W,DALLAS/FORT WORTH INTL,Fatal,Minor,Airplane,Airbus,A319,2,Turbo Fan,Part 121: Air Carrier,Uknown,0,0,0,150,UNK,Unknown,"A high pressure turbine 2nd stage blade separation due to stress corrosion cracking in the J channel cooling cavity. The failed blade entered the gas path and caused substantial damage to the low pressure turbine. The engine was subsequently left at a high power setting for approximately four minutes, exposing the turbine hardware to temperatures that exceeded the material annealing temperature and resulted in in failure and separation of multiple engine components.",2013,Airbus A319
20140319X73408,Accident,3/5/14,,,,Fatal,Unknown,Airplane,Airbus,A320,UNK,UNK,Unknown,Uknown,0,0,0,359,UNK,Unknown,,2014,Airbus A320
20140314X21725,Accident,3/13/14,395138N,0751626W,Philadelphia International,Fatal,Substantial,Airplane,Airbus,A320,2,Turbo Fan,Part 121: Air Carrier,Uknown,0,0,0,154,VMC,Unknown,the  captain's decision to reject the takeoff after the airplane had rotated. Contributing to the accident was the flight crew's failure to follow standard operating procedures by not verifying that the airplane's flight management computer was properly configured for takeoff and the captain's failure to perform the correct action in response to the electronic centralized aircraft monitoring alert.,2014,Airbus A320
20140320X53321,Accident,3/17/14,037383N,0130410W,,Fatal,Unknown,Airplane,Airbus,A330,2,Turbo Fan,Part 121: Air Carrier,Uknown,0,0,1,264,VMC,Unknown,"the flight attendant inadvertently tripping over a passenger's foot that was protruding into the aisle, which resulted in the flight attendant fracturing her foot.",2014,Airbus A330
20140507X03024,Incident,5/6/14,374024S,1445036E,Melbourne Aerodrome,Unavailable,Minor,Airplane,Airbus,A330,UNK,Turbo Fan,Unknown,Uknown,0,0,0,0,UNK,Unknown,<br /><br />,2014,Airbus A330
20140602X60345,Incident,6/1/14,,,,Unavailable,Unknown,Airplane,Airbus,A300,2,UNK,Unknown,Uknown,0,0,0,0,UNK,Unknown,<br /><br />,2014,Airbus A300
20140919X32214,Incident,8/21/14,,,,Fatal,Unknown,Airplane,Airbus,A320,2,Turbo Fan,Unknown,Uknown,0,0,0,182,UNK,Unknown,,2014,Airbus A320
20140910X20543,Incident,9/6/14,,,,Fatal,Unknown,Airplane,Airbus,A330,2,Turbo Fan,NUSC,Uknown,0,0,0,365,UNK,Unknown,,2014,Airbus A330
20140918X52311,Incident,9/18/14,033496N,0118841W,LONG BEACH /DAUGHERTY FIELD/,Fatal,Minor,Airplane,Airbus,A320,2,Turbo Fan,Part 121: Air Carrier,Uknown,0,0,0,147,VMC,Unknown,"The probable cause of the engine failure and subsequent undercowl engine fire was due to the fatigue fracture of a high pressure turbine stage 2 disk blade retaining lug that released two blades which impacted the low pressure turbine case causing a fuel line to fracture spraying fuel on the hot engine cases where it ignited.  During a machining operation of the disk lug, a tool mark was introduced that set up the area for fatigue cracks to initiate.",2014,Airbus A320
20141106X50347,Incident,10/4/14,,,,Unavailable,Minor,Airplane,Airbus,A330,UNK,UNK,Unknown,Uknown,0,0,0,0,UNK,Unknown,,2014,Airbus A330
20150218X05014,Incident,10/17/14,,,Zürich Airport,Unavailable,Unknown,Airplane,Airbus,A319,UNK,Turbo Fan,Unknown,Uknown,0,0,0,0,UNK,Unknown,,2014,Airbus A319
20150504X25731,Incident,12/26/14,,,,Unavailable,Unknown,Airplane,Airbus,A330,UNK,UNK,Unknown,Uknown,0,0,0,0,UNK,Unknown,,2014,Airbus A330
20141229X31803,Accident,12/28/14,,,,Fatal,Destroyed,Airplane,Airbus,A320,UNK,UNK,Unknown,Uknown,162,0,0,0,UNK,Unknown,,2014,Airbus A320
20150928X01411,Incident,2/15/15,,,,Unavailable,Unknown,Airplane,Airbus,A320,UNK,Turbo Fan,Unknown,Uknown,0,0,0,0,UNK,Unknown,,2015,Airbus A320
20150324X43040,Accident,3/24/15,,,,Fatal,Destroyed,Airplane,Airbus,A320,2,UNK,Unknown,Uknown,150,0,0,0,UNK,Unknown,,2015,Airbus A320
20150626X41040,Accident,3/29/15,,,Halifax Stanfield Internationa,Fatal,Substantial,Airplane,Airbus,A320,2,Turbo Fan,Unknown,Uknown,0,28,0,110,UNK,Unknown,,2015,Airbus A320
20150520X84121,Incident,4/28/15,,,,Unavailable,Unknown,Airplane,Airbus,A321,UNK,UNK,Unknown,Uknown,0,0,0,0,UNK,Unknown,,2015,Airbus A321
20150511X92031,Incident,5/5/15,295936N,0901533W,,Fatal,Minor,Airplane,Airbus,A319,2,Turbo Fan,Part 121: Air Carrier,Uknown,0,0,0,136,VMC,Unknown,"The ingression of moisture into the windshields laminate layer, which induced electrical arcing in the windshield heating system that subsequently cracked the outer glass pane of the windshield.",2015,Airbus A319
20150523X13659,Accident,5/23/15,333812N,0842540W,,Fatal,Unknown,Airplane,Airbus,A320,2,Turbo Fan,Part 121: Air Carrier,Uknown,0,0,1,146,VMC,Unknown,the flight attendant's failure to secure her lap belt and shoulder harness prior to the takeoff that resulted in her being thrown from her jumpseat shortly after takeoff.,2015,Airbus A320
20150717X41748,Accident,6/29/15,422138N,0071338W,Boston,Fatal,Unknown,Airplane,Airbus,A320,2,Turbo Fan,Part 121: Air Carrier,Uknown,0,0,1,155,UNK,Unknown,an inadvertent fall by the passenger while exiting the lavatory when the seat belt light was illuminated.,2015,Airbus A320
20150724X83754,Incident,7/14/15,,,Incheon International Airport,Fatal,Unknown,Airplane,Airbus,A330,2,Turbo Fan,Unknown,Uknown,0,0,0,123,UNK,Unknown,,2015,Airbus A330
20150727X44635,Incident,7/23/15,,,King Khalid International,Fatal,Unknown,Airplane,Airbus,A330,UNK,Turbo Fan,Unknown,Uknown,0,0,0,198,UNK,Unknown,,2015,Airbus A330
20150813X52945,Incident,8/2/15,,,,Fatal,Unknown,Airplane,Airbus,A320,UNK,UNK,Unknown,Uknown,0,0,0,184,UNK,Unknown,,2015,Airbus A320
20150811X22104,Incident,8/8/15,040823N,1012141W,,Fatal,Minor,Airplane,Airbus,A320,2,Turbo Fan,Part 121: Air Carrier,Uknown,0,0,0,124,IMC,Unknown,"The flight crew's continued flight into a closing gap between areas of thunderstorm activity and their failure to maintain the required lateral separation from the thunderstorms, which resulted in the airplane's encounter with hail and subsequent airplane damage.

Contributing to the incident were the company flight dispatcher's failure to provide complete and timely weather information to the flight crew and the Denver air route traffic controller's failure to provide significant pilot weather report information and alert the pilots of existing and worsening hazardous weather along their flight route, as required by Federal Aviation directives, both of which led to the airplane's encounter with hail.",2015,Airbus A320
20150818X14949,Accident,8/15/15,351249N,0805657W,CHARLOTTE/DOUGLAS INTL,Fatal,Substantial,Airplane,Airbus,A321,2,Turbo Fan,Part 121: Air Carrier,Uknown,0,0,0,159,VMC,Unknown,an encounter with a small microburst on short final at low altitude that resulted in a loss of lift and a tail strike during the go-around. Contributing to the accident was the captain's decision to continue the approach without applying appropriate windshear precautions in accordance with published guidance.,2015,Airbus A321
20160408X12749,Accident,8/22/15,,,,Fatal,Unknown,Airplane,Airbus,A330,UNK,UNK,Unknown,Uknown,0,0,1,199,UNK,Unknown,,2015,Airbus A330
20151022X03317,Incident,9/12/15,,,,Unavailable,Unknown,Airplane,Airbus,A320,UNK,UNK,Unknown,Uknown,0,0,0,0,UNK,Unknown,,2015,Airbus A320
20151005X22228,Accident,10/1/15,254537N,0076926W,,Fatal,Unknown,Airplane,Airbus,A319,2,Turbo Fan,Part 121: Air Carrier,Uknown,0,4,2,73,IMC,Unknown,an inadvertent encounter with convective turbulence.,2015,Airbus A319
20151102X00423,Accident,10/31/15,,,,Fatal,Destroyed,Airplane,Airbus,A321,UNK,UNK,Unknown,Uknown,224,0,0,0,UNK,Unknown,,2015,Airbus A321
20151124X65446,Accident,11/23/15,395251N,0751511W,,Fatal,Unknown,Airplane,Airbus,A319,2,Turbo Fan,Part 121: Air Carrier,Uknown,0,1,1,3,VMC,Unknown,an inadvertent encounter with clear air turbulence.,2015,Airbus A319
20151213X84149,Accident,12/10/15,472937N,1111653W,,Fatal,Unknown,Airplane,Airbus,A319,2,UNK,Part 121: Air Carrier,Uknown,0,0,1,5,IMC,Unknown,an encounter with turbulence during initial descent.,2015,Airbus A319
20151229X10938,Incident,12/11/15,,,,Unavailable,Unknown,Airplane,Airbus,A319,2,Turbo Fan,Unknown,Uknown,0,0,0,0,UNK,Unknown,,2015,Airbus A319
20160615X01520,Incident,1/25/16,,,,Fatal,Unknown,Airplane,Airbus,A320,UNK,UNK,Unknown,Uknown,0,0,0,0,UNK,Unknown,,2016,Airbus A320
20160201X52407,Incident,1/29/16,026418N,0080859W,FORT LAUDERDALE/HOLLYWOOD INTL,Unavailable,Unknown,Airplane,Airbus,A321,2,Turbo Fan,Part 121: Air Carrier,Uknown,0,0,0,0,VMC,Unknown,"The air traffic controller's failure to ensure the runway surface area was clear of vehicles before clearing an aircraft for takeoff. Also causal was the flight crew's decision to initiate a takeoff while the Runway Status Lights (RWSL) Takeoff Hold Lights (THLs) were activated. Contributing to the incident was the lack of a standard procedure for vehicle operators to request runway clearances and resultant ""hear back/read back"" error between the vehicle operator and the air traffic controller.",2016,Airbus A321
20160216X30252,Accident,2/14/16,445255N,0931318W,,Fatal,Unknown,Airplane,Airbus,A319,2,Turbo Fan,Part 121: Air Carrier,Uknown,0,0,1,104,IMC,Unknown,an encounter with turbulence that resulted in a serious injury to a passenger who was standing when the fasten seatbelt sign was illuminated.,2016,Airbus A319
20160317X82057,Incident,3/13/16,,,,Fatal,Unknown,Airplane,Airbus,A320,UNK,UNK,Unknown,Uknown,0,0,0,0,UNK,Unknown,,2016,Airbus A320
20160330X81727,Incident,3/27/16,,,,Fatal,Unknown,Airplane,Airbus,A320,2,Turbo Fan,Unknown,Uknown,0,0,0,99,UNK,Unknown,,2016,Airbus A320
20160401X43647,Incident,3/28/16,,,,Fatal,Unknown,Airplane,Airbus,A320,UNK,UNK,Part 129: Foreign,Uknown,0,0,0,115,UNK,Unknown,,2016,Airbus A320
20160511X14653,Incident,5/5/16,,,,Unavailable,Unknown,Airplane,Airbus,A320,UNK,UNK,NUSC,Uknown,0,0,0,0,UNK,Unknown,,2016,Airbus A320
20160516X92239,Accident,5/14/16,395228N,0751431W,,Fatal,Unknown,Airplane,Airbus,A320,2,Turbo Fan,Part 121: Air Carrier,Uknown,0,0,1,140,UNK,Unknown,an inadvertent encounter with clear air turbulence that resulted in a serious injury to a flight attendant.,2016,Airbus A320
20160519X25150,Accident,5/19/16,,,,Fatal,Destroyed,Airplane,Airbus,A320,UNK,Turbo Fan,Unknown,Uknown,66,0,0,0,UNK,Unknown,,2016,Airbus A320
20160606X51457,Incident,5/21/16,,,,Unavailable,Minor,Airplane,Airbus,A320,UNK,UNK,NUSC,Uknown,0,0,0,0,UNK,Unknown,,2016,Airbus A320
20160723X91246,Accident,6/12/16,403839N,0734714W,,Fatal,Unknown,Airplane,Airbus,A321,2,Turbo Fan,Part 121: Air Carrier,Uknown,0,0,1,109,VMC,Unknown,an encounter with convective turbulence that resulted in a flight attendant injury.,2016,Airbus A321
20160627X12318,Incident,6/26/16,,,,Unavailable,Unknown,Airplane,Airbus,A330,2,Turbo Fan,Part 121: Air Carrier,Uknown,0,0,0,0,UNK,Unknown,,2016,Airbus A330
20160708X61700,Incident,7/8/16,044851N,0103624W,Ellsworth AFB,Fatal,Unknown,Airplane,Airbus,A320,2,Turbo Fan,Part 121: Air Carrier,Uknown,0,0,0,129,VMC,Unknown,"The flight crew's misidentification of the desired landing runway due to excess altitude requiring an extended downwind, and failure to use all available navigation information.",2016,Airbus A320
20160802X32607,Incident,7/9/16,,,,Unavailable,Unknown,Airplane,Airbus,A320,UNK,UNK,Unknown,Uknown,0,0,0,0,UNK,Unknown,,2016,Airbus A320
20160803X71952,Accident,7/28/16,028480N,0067360W,,Fatal,Unknown,Airplane,Airbus,A321,2,Turbo Fan,Part 121: Air Carrier,Uknown,0,0,1,6,VMC,Unknown,an inadvertent encounter with clear air turbulence.,2016,Airbus A321
20160805X51304,Accident,8/3/16,001900N,0008100W,,Fatal,Unknown,Airplane,Airbus,A319,2,UNK,Part 121: Air Carrier,Uknown,0,7,1,121,VMC,Unknown,an inadvertent encounter with clear air turbulence.,2016,Airbus A319
20160812X71506,Incident,8/12/16,432955N,1002848W,,Fatal,Minor,Airplane,Airbus,A320,2,Turbo Fan,Part 121: Air Carrier,Uknown,0,27,0,124,IMC,Unknown,an inadvertent encounter with convective turbulence while in cruise flight.,2016,Airbus A320
20161018X00824,Incident,9/11/16,,,,Unavailable,Unknown,Airplane,Airbus,A330,UNK,UNK,Unknown,Uknown,0,0,0,0,UNK,Unknown,,2016,Airbus A330
20160929X93620,Incident,9/19/16,254745N,0801713W,MIAMI INTL,Unavailable,Minor,Airplane,Airbus,A320,2,Turbo Fan,Part 129: Foreign,Uknown,0,0,0,0,UNK,Unknown,"the incorrect latching of the #2 Engine Fan Cowl following a routine maintenance check that resulted in separation of the cowl during takeoff. 
",2016,Airbus A320
20161020X44028,Incident,9/21/16,064638S,0794943W,,Unavailable,Unknown,Airplane,Airbus,A319,2,Turbo Fan,Unknown,Uknown,0,0,0,0,UNK,Unknown,,2016,Airbus A319
20170113X34413,Incident,9/22/16,,,,Unavailable,Unknown,Airplane,Airbus,A320,UNK,Turbo Fan,Unknown,Uknown,0,0,0,0,UNK,Unknown,,2016,Airbus A320
20161027X90950,Incident,10/26/16,472650N,1221851W,Seattle-Tacoma Intl,Fatal,Unknown,Airplane,Airbus,A330,2,Turbo Fan,Part 121: Air Carrier,Uknown,0,0,0,120,UNK,Unknown,A No. 1 engine fire caused by a fuel manifold supply line high cycle fatigue crack which led to a fuel leak that subsequently ignited on hot engine case surfaces. The fatigue crack originated and progressed due to elevated fuel manifold assembly vibration levels. Engine vibration testing identified a combustor tone that excites a natural (resonant) frequency of the fuel manifolds at specific engine speeds on Pratt & Whitney PW4000-94 and -100 inch fan series engines that feature a TALON II combustor.,2016,Airbus A330
20170215X94452,Incident,2/8/17,283322N,0007760E,New Delhi,Fatal,Unknown,Airplane,Airbus,A320,2,Turbo Fan,Unknown,Uknown,0,0,0,193,UNK,Unknown,,2017,Airbus A320
20170510X50406,Incident,2/20/17,,,,Unavailable,Unknown,Airplane,Airbus,A321,UNK,UNK,Part 121: Air Carrier,Uknown,0,0,0,0,UNK,Unknown,,2017,Airbus A321
20170223X45721,Incident,2/23/17,,,,Fatal,Unknown,Airplane,Airbus,A320,UNK,UNK,Unknown,Uknown,0,0,0,137,UNK,Unknown,,2017,Airbus A320
20170331X95128,Accident,3/6/17,335633N,1182429W,Los Angeles International,Fatal,Unknown,Airplane,Airbus,A319,2,Turbo Fan,Part 121: Air Carrier,Uknown,0,0,1,120,VMC,Unknown,malfunction of the parking brake electrical control valve that resulted in a sudden stop.,2017,Airbus A319
20170330X84451,Incident,3/30/17,,,,Unavailable,Minor,Airplane,Airbus,A380,UNK,UNK,NUSC,Uknown,0,0,0,0,UNK,Unknown,,2017,Airbus A380
20170503X35050,Incident,4/17/17,,,,Unavailable,Unknown,Airplane,Airbus,A320,UNK,UNK,NUSC,Uknown,0,0,0,0,UNK,Unknown,,2017,Airbus A320
20170508X85232,Accident,5/2/17,421236N,0007100W,,Fatal,Unknown,Airplane,Airbus,A320,2,Turbo Fan,Part 121: Air Carrier,Uknown,0,0,1,154,VMC,Unknown,an inadvertent encounter with convective turbulence.,2017,Airbus A320
20170523X15143,Accident,5/22/17,305927N,0933938W,,Fatal,Unknown,Airplane,Airbus,A319,2,Turbo Fan,Part 121: Air Carrier,Uknown,0,2,1,139,IMC,Unknown,an encounter with convective turbulence.,2017,Airbus A319
20170625X04604,Accident,6/23/17,333858N,0842455W,Hartsfield - Jackson Atlanta I,Fatal,Substantial,Airplane,Airbus,A321,2,Turbo Fan,Part 121: Air Carrier,Uknown,0,0,0,199,VMC,Unknown,"The first officer's improper landing flare, which resulted in a hard, bounced landing, and the flight crews improper bounced landing recovery procedures.",2017,Airbus A321
20170703X71412,Accident,7/1/17,415838N,0875354W,Chicago O'Hare International A,Fatal,Minor,Airplane,Airbus,A321,2,Turbo Fan,Part 121: Air Carrier,Uknown,0,0,0,189,VMC,Unknown,"the A321 flight crew's incorrect evaluation of the clearance between the aircraft, leading to the inadvertent collision with the horizontal stabilizer of the CRJ200.  Contributing to the accident was traffic congestion that resulted in the CRJ200 having to stop prior to fully clearing the perpendicular taxiway.",2017,Airbus A321
20170810X64739,Incident,7/3/17,,,,Fatal,Unknown,Airplane,Airbus,A320,2,UNK,NUSC,Uknown,0,0,0,156,UNK,Unknown,,2017,Airbus A320
20170709X81141,Incident,7/8/17,373655N,1222129W,San Francisco International,Unavailable,Unknown,Airplane,Airbus,A320,2,Turbo Fan,Part 129: Foreign,Uknown,0,0,0,0,VMC,Unknown,"The flight crew's misidentification of taxiway C as the intended landing runway, which resulted from the crewmembers' lack of awareness of the parallel runway closure due to their ineffective review of notice to airmen (NOTAM) information before the flight and during the approach briefing. Contributing to the incident were (1) the flight crew's failure to tune the instrument landing system frequency for backup lateral guidance, expectation bias, fatigue due to circadian disruption and length of continued wakefulness, and breakdowns in crew resource management and (2) Air Canada's ineffective presentation of approach procedure and NOTAM information.",2017,Airbus A320
20170813X71654,Accident,8/5/17,004117N,0714130W,,Fatal,Unknown,Airplane,Airbus,A330,2,Turbo Fan,Part 121: Air Carrier,Uknown,0,10,1,6,IMC,Unknown,an inadvertent encounter with convective turbulence.,2017,Airbus A330
20170905X02408,Incident,8/27/17,,,,Fatal,Unknown,Airplane,Airbus,A320,2,Turbo Fan,NUSC,Uknown,0,0,0,134,UNK,Unknown,,2017,Airbus A320
20170925X23622,Accident,9/15/17,013428N,0592934W,,Fatal,Substantial,Airplane,Airbus,A321,2,Turbo Fan,Part 121: Air Carrier,Uknown,0,0,0,143,VMC,Unknown,,2017,Airbus A321
20170925X84139,Incident,9/22/17,,,Hong Kong International,Fatal,Unknown,Airplane,Airbus,A330,UNK,UNK,NUSC,Uknown,0,0,0,189,UNK,Unknown,,2017,Airbus A330
20180410X54605,Incident,9/27/17,,,,Fatal,Minor,Airplane,Airbus,A320,UNK,UNK,NUSC,Uknown,0,0,0,185,UNK,Unknown,,2017,Airbus A320
20170930X94216,Accident,9/30/17,,,,Fatal,Minor,Airplane,Airbus,A380,UNK,UNK,NUSC,Uknown,0,0,0,521,UNK,Unknown,,2017,Airbus A380
20171002X95003,Accident,9/30/17,038540N,0007720W,Reagan National,Fatal,Substantial,Airplane,Airbus,A321,2,Turbo Fan,Part 121: Air Carrier,Uknown,0,0,0,301,VMC,Unknown,"The failure N841NNs captain to maintain appropriate clearance from N982VJ, which was stopped on the taxiway.",2017,Airbus A321
20171108X55532,Incident,11/7/17,473636N,1221950W,,Fatal,Minor,Airplane,Airbus,A330,2,UNK,Part 121: Air Carrier,Uknown,0,0,0,2,UNK,Unknown,,2017,Airbus A330
20171212X50255,Accident,12/3/17,254736N,0801726W,Miami International,Fatal,Minor,Airplane,Airbus,A319,2,Turbo Fan,Part 121: Air Carrier,Uknown,0,0,0,294,VMC,Unknown,"The failure of the flight crew of N9011P to maintain an appropriate clearance from N344PP, which was stopped on the taxiway.",2017,Airbus A319
20171220X52223,Accident,12/6/17,026421N,0080910W,,Fatal,Unknown,Airplane,Airbus,A321,2,Turbo Fan,Part 121: Air Carrier,Uknown,0,1,1,100,IMC,Unknown,an inadvertent encounter with convective turbulence that resulted in a flight attendant injury.,2017,Airbus A321
20180205X20338,Incident,1/18/18,172212S,1233938E,Alice Springs,Fatal,Unknown,Airplane,Airbus,A330,2,Turbo Fan,NUSC,Uknown,0,0,0,255,UNK,Unknown,,2018,Airbus A330
20180416X82308,Incident,2/1/18,,,,Fatal,Unknown,Airplane,Airbus,A330,UNK,UNK,NUSC,Uknown,0,9,0,0,UNK,Unknown,,2018,Airbus A330
20180213X95840,Incident,2/13/18,,,Lagos,Fatal,Minor,Airplane,Airbus,A330,2,Turbo Fan,Part 121: Air Carrier,Uknown,0,9,0,135,UNK,Unknown,,2018,Airbus A330
20180416X92153,Incident,2/18/18,,,,Unavailable,Unknown,Airplane,Airbus,A320,UNK,UNK,NUSC,Uknown,0,0,0,0,UNK,Unknown,,2018,Airbus A320
20180228X30813,Accident,2/24/18,044535N,0931256W,Minneapolis-St Paul Intl/Wold-,Fatal,Unknown,Airplane,Airbus,A330,2,Turbo Fan,Part 121: Air Carrier,Uknown,0,2,1,295,VMC,Unknown,an inadvertent encounter with clear air turbulence.,2018,Airbus A330
20190307X23813,Accident,2/28/18,,,,Unavailable,Substantial,Airplane,Airbus,A320,UNK,UNK,Part 129: Foreign,Uknown,0,0,0,0,UNK,Unknown,,2018,Airbus A320
20180423X40746,Incident,4/10/18,,,,Fatal,Unknown,Airplane,Airbus,A319,2,UNK,Part 121: Air Carrier,Uknown,0,0,0,38,UNK,Unknown,,2018,Airbus A319
20181017X54211,Incident,4/12/18,,,,Unavailable,Minor,Airplane,Airbus,A320,UNK,UNK,NUSC,Uknown,0,0,0,0,UNK,Unknown,,2018,Airbus A320
20180416X23516,Incident,4/14/18,283223N,0812211W,,Unavailable,Minor,Airplane,Airbus,A320,UNK,UNK,Part 129: Foreign,Uknown,0,0,0,0,UNK,Unknown,,2018,Airbus A320
20180508X94008,Incident,4/14/18,,,,Unavailable,Unknown,Airplane,Airbus,A330,UNK,UNK,Unknown,Uknown,0,0,0,0,UNK,Unknown,,2018,Airbus A330
20180419X80338,Accident,4/18/18,,,Hartsfield-Jackson,Fatal,Substantial,Airplane,Airbus,A330,2,Turbo Fan,Part 121: Air Carrier,Uknown,0,0,0,288,UNK,Unknown,,2018,Airbus A330
20180712X94728,Incident,6/29/18,,,,Fatal,Unknown,Airplane,Airbus,A330,2,Turbo Fan,Part 121: Air Carrier,Uknown,0,1,0,300,UNK,Unknown,,2018,Airbus A330
20181001X60526,Incident,7/23/18,,,,Unavailable,Minor,Airplane,Airbus,A330,UNK,UNK,NUSC,Uknown,0,0,0,0,UNK,Unknown,,2018,Airbus A330
20200619X60815,Accident,7/23/18,264059N,0080544W,,Fatal,Unknown,Airplane,Airbus,A319,2,Turbo Fan,Part 121: Air Carrier,Uknown,0,1,1,132,VMC,Unknown,An inadvertent encounter with convective turbulence.,2018,Airbus A319
20180905X90334,Accident,8/13/18,335629N,1182430W,Los Angeles International,Fatal,Substantial,Airplane,Airbus,A321,2,Turbo Fan,Part 121: Air Carrier,Uknown,0,0,0,197,VMC,Unknown,"a tailstrike caused by inappropriate recovery technique after a bounced landing.  Contributing to the accident was the failure of the radio altimeter, caused by the approach being over calm/flat water, that was not recognized by the flight crew.",2018,Airbus A321
20180904X14428,Incident,8/20/18,,,,Unavailable,Minor,Airplane,Airbus,A321,UNK,UNK,NUSC,Uknown,0,0,0,0,UNK,Unknown,,2018,Airbus A321
20181001X05544,Incident,9/26/18,,,,Fatal,Unknown,Airplane,Airbus,A320,UNK,UNK,NUSC,Uknown,0,6,0,166,UNK,Unknown,,2018,Airbus A320
20181001X90405,Accident,9/26/18,323238N,0097119W,Dallas-Fort Worth Intl,Fatal,Unknown,Airplane,Airbus,A321,2,Turbo Fan,Part 121: Air Carrier,Uknown,0,0,1,185,VMC,Unknown,a passenger leaving a bag in the aisle that the flight attendant tripped over.,2018,Airbus A321
20181009X85244,Incident,9/30/18,,,,Unavailable,Unknown,Airplane,Airbus,A320,UNK,UNK,NUSC,Uknown,0,0,0,0,UNK,Unknown,,2018,Airbus A320
20181017X61323,Accident,10/12/18,039311N,1042414W,,Fatal,Unknown,Airplane,Airbus,A319,2,UNK,Part 121: Air Carrier,Uknown,0,1,1,22,UNK,Unknown,,2018,Airbus A319
20181031X51508,Accident,10/31/18,485956N,0023337E,,Unavailable,Minor,Airplane,Airbus,A330,2,UNK,Part 121: Air Carrier,Uknown,0,0,0,0,UNK,Unknown,,2018,Airbus A330
20181206X51048,Accident,12/2/18,003652N,0115913W,,Fatal,Unknown,Airplane,Airbus,A320,2,UNK,Part 121: Air Carrier,Uknown,0,0,1,162,IMC,Unknown,,2018,Airbus A320
20190129X31515,Incident,12/10/18,,,,Unavailable,Unknown,Airplane,Airbus,A320,2,Turbo Fan,NUSC,Uknown,0,0,0,0,UNK,Unknown,,2018,Airbus A320
20181213X10104,Incident,12/11/18,,,,Unavailable,Unknown,Airplane,Airbus,A330,UNK,UNK,NUSC,Uknown,0,0,0,0,UNK,Unknown,,2018,Airbus A330
20181228X64015,Incident,12/26/18,,,,Unavailable,Unknown,Airplane,Airbus,A220,UNK,UNK,NUSC,Uknown,0,0,0,0,UNK,Unknown,,2018,Airbus A220
20190129X21012,Incident,1/3/19,,,,Unavailable,Unknown,Airplane,Airbus,A320,2,Turbo Fan,NUSC,Uknown,0,0,0,0,UNK,Unknown,,2019,Airbus A320
20190208X10711,Accident,1/8/19,395122N,1044025W,Denver International,Unavailable,Substantial,Airplane,Airbus,A320,2,UNK,Part 121: Air Carrier,Uknown,0,0,0,0,VMC,Unknown,,2019,Airbus A320
20190129X14158,Incident,1/21/19,,,,Unavailable,Unknown,Airplane,Airbus,A320,2,Turbo Fan,NUSC,Uknown,0,0,0,0,UNK,Unknown,,2019,Airbus A320
20190214X91846,Incident,2/6/19,,,,Unavailable,Unknown,Airplane,Airbus,A321,2,Turbo Fan,NUSC,Uknown,0,0,0,0,UNK,Unknown,,2019,Airbus A321
20190415X00311,Incident,3/7/19,,,,Unavailable,Unknown,Airplane,Airbus,A320,UNK,Turbo Fan,NUSC,Uknown,0,0,0,0,UNK,Unknown,,2019,Airbus A320
20190617X11320,Incident,3/24/19,,,,Unavailable,Unknown,Airplane,Airbus,A320,2,Turbo Fan,Unknown,Uknown,0,0,0,0,UNK,Unknown,,2019,Airbus A320
20190409X53355,Incident,4/1/19,,,,Unavailable,Unknown,Airplane,Airbus,A320,UNK,Turbo Fan,NUSC,Uknown,0,0,0,0,UNK,Unknown,,2019,Airbus A320
20190409X45608,Incident,4/2/19,,,,Unavailable,Unknown,Airplane,Airbus,A320,UNK,Turbo Fan,NUSC,Uknown,0,0,0,0,UNK,Unknown,,2019,Airbus A320
20190411X53531,Accident,4/11/19,403829N,0734641W,John F Kennedy Intl,Fatal,Substantial,Airplane,Airbus,A321,2,UNK,Part 121: Air Carrier,Uknown,0,0,0,110,VMC,Unknown,,2019,Airbus A321
20190521X92202,Incident,5/13/19,173453S,1234942E,,Fatal,Unknown,Airplane,Airbus,A330,UNK,Turbo Fan,NUSC,Uknown,0,0,0,244,UNK,Unknown,,2019,Airbus A330
20190618X94529,Incident,5/30/19,215422N,1152615E,,Unavailable,Unknown,Airplane,Airbus,A330,2,Turbo Fan,Part 121: Air Carrier,Uknown,0,0,0,0,UNK,Unknown,,2019,Airbus A330
20190710X94859,Incident,6/29/19,,,,Unavailable,Unknown,Airplane,Airbus,A320,2,Turbo Fan,NUSC,Uknown,0,0,0,0,UNK,Unknown,,2019,Airbus A320
20200324X10253,Incident,7/15/19,,,,Unavailable,Unknown,Airplane,Airbus,A320,2,Geared Turbofan,NUSC,Uknown,0,0,0,0,UNK,Unknown,,2019,Airbus A320
20191001X40249,Incident,7/22/19,333632N,0073614E,,Unavailable,Unknown,Airplane,Airbus,A330,2,Turbo Fan,NUSC,Uknown,0,0,0,0,UNK,Unknown,,2019,Airbus A330
